job_id,text,skills,level_required,domain,text_canonical
JOB_0012,"Job Offer: intermediate position in cybersecurity. We are looking for a candidate with the following requirements:
- risk assessment
- incident response
- firewalls
- network security
- cryptography
- penetration testing
- siem
- linux
Nice to have: reporting, presentation. Location: Hybrid.","risk assessment, incident response, firewalls, network security, cryptography, penetration testing, siem, linux, reporting, problem solving",intermediate,cybersecurity,"job offer intermediate position in cybersecurity. we are looking for a candidate with the following requirements - risk assessment - incident response - firewalls - network security - cryptography - penetration testing - siem - linux nice to have reporting, presentation. location hybrid. risk assessment, incident response, firewalls, network security, cryptography, penetration testing, siem, linux, reporting, problem solving"
JOB_0013,"Job Offer: junior position in design. We are looking for a candidate with the following requirements:
- adobe illustrator
- figma
- adobe photoshop
- design systems
- ui design
- wireframing
- communication
Nice to have: reporting, presentation. Location: Hybrid.","adobe illustrator, figma, adobe photoshop, design systems, ui design, wireframing, communication",junior,design,"job offer junior position in design. we are looking for a candidate with the following requirements - adobe illustrator - figma - adobe photoshop - design systems - ui design - wireframing - communication nice to have reporting, presentation. location hybrid. adobe illustrator, figma, adobe photoshop, design systems, ui design, wireframing, communication"
JOB_0014,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- content marketing
- google analytics
- branding
- email marketing
- crm
- social media
- seo
- copywriting
Nice to have: reporting, presentation. Location: Hybrid.","content marketing, google analytics, branding, email marketing, crm, social media, seo, copywriting, teamwork",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - content marketing - google analytics - branding - email marketing - crm - social media - seo - copywriting nice to have reporting, presentation. location hybrid. content marketing, google analytics, branding, email marketing, crm, social media, seo, copywriting, teamwork"
JOB_0015,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- social media
- seo
- content marketing
- copywriting
- email marketing
- google analytics
- crm
- branding
Nice to have: reporting, presentation. Location: Hybrid.","social media, seo, content marketing, copywriting, email marketing, google analytics, crm, branding, presentation, communication",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - social media - seo - content marketing - copywriting - email marketing - google analytics - crm - branding nice to have reporting, presentation. location hybrid. social media, seo, content marketing, copywriting, email marketing, google analytics, crm, branding, presentation, communication"
JOB_0016,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- risk assessment
- siem
- firewalls
- linux
- penetration testing
- network security
- reporting
- communication
Nice to have: reporting, presentation. Location: Hybrid.","risk assessment, siem, firewalls, linux, penetration testing, network security, reporting, communication",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - risk assessment - siem - firewalls - linux - penetration testing - network security - reporting - communication nice to have reporting, presentation. location hybrid. risk assessment, siem, firewalls, linux, penetration testing, network security, reporting, communication"
JOB_0017,"Job Offer: junior position in software. We are looking for a candidate with the following requirements:
- linux
- rest api
- docker
- testing
- cloud
- java
- problem solving
- english
Nice to have: reporting, presentation. Location: Hybrid.","linux, rest api, docker, testing, cloud, java, problem solving, english",junior,software,"job offer junior position in software. we are looking for a candidate with the following requirements - linux - rest api - docker - testing - cloud - java - problem solving - english nice to have reporting, presentation. location hybrid. linux, rest api, docker, testing, cloud, java, problem solving, english"
JOB_0018,"Job Offer: junior position in software. We are looking for a candidate with the following requirements:
- git
- cloud
- microservices
- javascript
- linux
- java
- english
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","git, cloud, microservices, javascript, linux, java, english, presentation",junior,software,"job offer junior position in software. we are looking for a candidate with the following requirements - git - cloud - microservices - javascript - linux - java - english - presentation nice to have reporting, presentation. location hybrid. git, cloud, microservices, javascript, linux, java, english, presentation"
JOB_0019,"Job Offer: junior position in finance. We are looking for a candidate with the following requirements:
- forecasting
- risk analysis
- business intelligence
- excel
- financial modeling
- accounting
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","forecasting, risk analysis, business intelligence, excel, financial modeling, accounting, problem solving",junior,finance,"job offer junior position in finance. we are looking for a candidate with the following requirements - forecasting - risk analysis - business intelligence - excel - financial modeling - accounting - problem solving nice to have reporting, presentation. location hybrid. forecasting, risk analysis, business intelligence, excel, financial modeling, accounting, problem solving"
JOB_0020,"Job Offer: intermediate position in management. We are looking for a candidate with the following requirements:
- stakeholder management
- scrum
- planning
- project management
- communication
- leadership
- budgeting
- agile
Nice to have: reporting, presentation. Location: Hybrid.","stakeholder management, scrum, planning, project management, communication, leadership, budgeting, agile",intermediate,management,"job offer intermediate position in management. we are looking for a candidate with the following requirements - stakeholder management - scrum - planning - project management - communication - leadership - budgeting - agile nice to have reporting, presentation. location hybrid. stakeholder management, scrum, planning, project management, communication, leadership, budgeting, agile"
JOB_0021,"Job Offer: junior position in marketing. We are looking for a candidate with the following requirements:
- branding
- crm
- content marketing
- google analytics
- social media
- seo
- teamwork
- english
Nice to have: reporting, presentation. Location: Hybrid.","branding, crm, content marketing, google analytics, social media, seo, teamwork, english",junior,marketing,"job offer junior position in marketing. we are looking for a candidate with the following requirements - branding - crm - content marketing - google analytics - social media - seo - teamwork - english nice to have reporting, presentation. location hybrid. branding, crm, content marketing, google analytics, social media, seo, teamwork, english"
JOB_0022,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- email marketing
- google analytics
- copywriting
- seo
- content marketing
- branding
- crm
- social media
Nice to have: reporting, presentation. Location: Hybrid.","email marketing, google analytics, copywriting, seo, content marketing, branding, crm, social media, teamwork, presentation",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - email marketing - google analytics - copywriting - seo - content marketing - branding - crm - social media nice to have reporting, presentation. location hybrid. email marketing, google analytics, copywriting, seo, content marketing, branding, crm, social media, teamwork, presentation"
JOB_0023,"Job Offer: senior position in marketing. We are looking for a candidate with the following requirements:
- google analytics
- crm
- email marketing
- social media
- branding
- seo
- copywriting
- content marketing
Nice to have: reporting, presentation. Location: Hybrid.","google analytics, crm, email marketing, social media, branding, seo, copywriting, content marketing, communication",senior,marketing,"job offer senior position in marketing. we are looking for a candidate with the following requirements - google analytics - crm - email marketing - social media - branding - seo - copywriting - content marketing nice to have reporting, presentation. location hybrid. google analytics, crm, email marketing, social media, branding, seo, copywriting, content marketing, communication"
JOB_0024,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- network security
- cryptography
- linux
- penetration testing
- siem
- firewalls
- english
- communication
Nice to have: reporting, presentation. Location: Hybrid.","network security, cryptography, linux, penetration testing, siem, firewalls, english, communication",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - network security - cryptography - linux - penetration testing - siem - firewalls - english - communication nice to have reporting, presentation. location hybrid. network security, cryptography, linux, penetration testing, siem, firewalls, english, communication"
JOB_0025,"Job Offer: senior position in data. We are looking for a candidate with the following requirements:
- numpy
- sql
- pandas
- data visualization
- tableau
- machine learning
- power bi
- statistics
Nice to have: reporting, presentation. Location: Hybrid.","numpy, sql, pandas, data visualization, tableau, machine learning, power bi, statistics, etl, python, reporting",senior,data,"job offer senior position in data. we are looking for a candidate with the following requirements - numpy - sql - pandas - data visualization - tableau - machine learning - power bi - statistics nice to have reporting, presentation. location hybrid. numpy, sql, pandas, data visualization, tableau, machine learning, power bi, statistics, etl, python, reporting"
JOB_0026,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- incident response
- penetration testing
- risk assessment
- siem
- firewalls
- linux
- reporting
- communication
Nice to have: reporting, presentation. Location: Hybrid.","incident response, penetration testing, risk assessment, siem, firewalls, linux, reporting, communication",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - incident response - penetration testing - risk assessment - siem - firewalls - linux - reporting - communication nice to have reporting, presentation. location hybrid. incident response, penetration testing, risk assessment, siem, firewalls, linux, reporting, communication"
JOB_0027,"Job Offer: senior position in marketing. We are looking for a candidate with the following requirements:
- branding
- content marketing
- email marketing
- seo
- google analytics
- copywriting
- social media
- crm
Nice to have: reporting, presentation. Location: Hybrid.","branding, content marketing, email marketing, seo, google analytics, copywriting, social media, crm, problem solving",senior,marketing,"job offer senior position in marketing. we are looking for a candidate with the following requirements - branding - content marketing - email marketing - seo - google analytics - copywriting - social media - crm nice to have reporting, presentation. location hybrid. branding, content marketing, email marketing, seo, google analytics, copywriting, social media, crm, problem solving"
JOB_0028,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- content marketing
- crm
- branding
- social media
- google analytics
- copywriting
- seo
- email marketing
Nice to have: reporting, presentation. Location: Hybrid.","content marketing, crm, branding, social media, google analytics, copywriting, seo, email marketing, english, teamwork",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - content marketing - crm - branding - social media - google analytics - copywriting - seo - email marketing nice to have reporting, presentation. location hybrid. content marketing, crm, branding, social media, google analytics, copywriting, seo, email marketing, english, teamwork"
JOB_0029,"Job Offer: junior position in marketing. We are looking for a candidate with the following requirements:
- email marketing
- seo
- content marketing
- branding
- crm
- google analytics
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","email marketing, seo, content marketing, branding, crm, google analytics, teamwork",junior,marketing,"job offer junior position in marketing. we are looking for a candidate with the following requirements - email marketing - seo - content marketing - branding - crm - google analytics - teamwork nice to have reporting, presentation. location hybrid. email marketing, seo, content marketing, branding, crm, google analytics, teamwork"
JOB_0030,"Job Offer: intermediate position in design. We are looking for a candidate with the following requirements:
- ux research
- figma
- ui design
- design systems
- adobe illustrator
- adobe photoshop
- typography
- wireframing
Nice to have: reporting, presentation. Location: Hybrid.","ux research, figma, ui design, design systems, adobe illustrator, adobe photoshop, typography, wireframing, communication, teamwork",intermediate,design,"job offer intermediate position in design. we are looking for a candidate with the following requirements - ux research - figma - ui design - design systems - adobe illustrator - adobe photoshop - typography - wireframing nice to have reporting, presentation. location hybrid. ux research, figma, ui design, design systems, adobe illustrator, adobe photoshop, typography, wireframing, communication, teamwork"
JOB_0031,"Job Offer: intermediate position in finance. We are looking for a candidate with the following requirements:
- business intelligence
- sql
- risk analysis
- financial modeling
- forecasting
- powerpoint
- excel
- accounting
Nice to have: reporting, presentation. Location: Hybrid.","business intelligence, sql, risk analysis, financial modeling, forecasting, powerpoint, excel, accounting, teamwork, problem solving",intermediate,finance,"job offer intermediate position in finance. we are looking for a candidate with the following requirements - business intelligence - sql - risk analysis - financial modeling - forecasting - powerpoint - excel - accounting nice to have reporting, presentation. location hybrid. business intelligence, sql, risk analysis, financial modeling, forecasting, powerpoint, excel, accounting, teamwork, problem solving"
JOB_0032,"Job Offer: intermediate position in finance. We are looking for a candidate with the following requirements:
- financial modeling
- business intelligence
- risk analysis
- powerpoint
- sql
- excel
- accounting
- forecasting
Nice to have: reporting, presentation. Location: Hybrid.","financial modeling, business intelligence, risk analysis, powerpoint, sql, excel, accounting, forecasting, teamwork, reporting",intermediate,finance,"job offer intermediate position in finance. we are looking for a candidate with the following requirements - financial modeling - business intelligence - risk analysis - powerpoint - sql - excel - accounting - forecasting nice to have reporting, presentation. location hybrid. financial modeling, business intelligence, risk analysis, powerpoint, sql, excel, accounting, forecasting, teamwork, reporting"
JOB_0033,"Job Offer: junior position in data. We are looking for a candidate with the following requirements:
- tableau
- python
- sql
- power bi
- statistics
- etl
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","tableau, python, sql, power bi, statistics, etl, presentation",junior,data,"job offer junior position in data. we are looking for a candidate with the following requirements - tableau - python - sql - power bi - statistics - etl - presentation nice to have reporting, presentation. location hybrid. tableau, python, sql, power bi, statistics, etl, presentation"
JOB_0034,"Job Offer: junior position in design. We are looking for a candidate with the following requirements:
- wireframing
- ux research
- figma
- adobe photoshop
- typography
- adobe illustrator
- english
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","wireframing, ux research, figma, adobe photoshop, typography, adobe illustrator, english, problem solving",junior,design,"job offer junior position in design. we are looking for a candidate with the following requirements - wireframing - ux research - figma - adobe photoshop - typography - adobe illustrator - english - problem solving nice to have reporting, presentation. location hybrid. wireframing, ux research, figma, adobe photoshop, typography, adobe illustrator, english, problem solving"
JOB_0035,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- content marketing
- social media
- branding
- google analytics
- email marketing
- seo
- copywriting
- crm
Nice to have: reporting, presentation. Location: Hybrid.","content marketing, social media, branding, google analytics, email marketing, seo, copywriting, crm, problem solving, teamwork",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - content marketing - social media - branding - google analytics - email marketing - seo - copywriting - crm nice to have reporting, presentation. location hybrid. content marketing, social media, branding, google analytics, email marketing, seo, copywriting, crm, problem solving, teamwork"
JOB_0036,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- python
- power bi
- sql
- pandas
- tableau
- statistics
- etl
- machine learning
Nice to have: reporting, presentation. Location: Hybrid.","python, power bi, sql, pandas, tableau, statistics, etl, machine learning, english, problem solving",intermediate,data,"job offer intermediate position in data. we are looking for a candidate with the following requirements - python - power bi - sql - pandas - tableau - statistics - etl - machine learning nice to have reporting, presentation. location hybrid. python, power bi, sql, pandas, tableau, statistics, etl, machine learning, english, problem solving"
JOB_0037,"Job Offer: junior position in data. We are looking for a candidate with the following requirements:
- tableau
- pandas
- power bi
- data visualization
- etl
- statistics
- reporting
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","tableau, pandas, power bi, data visualization, etl, statistics, reporting, problem solving",junior,data,"job offer junior position in data. we are looking for a candidate with the following requirements - tableau - pandas - power bi - data visualization - etl - statistics - reporting - problem solving nice to have reporting, presentation. location hybrid. tableau, pandas, power bi, data visualization, etl, statistics, reporting, problem solving"
JOB_0038,"Job Offer: junior position in design. We are looking for a candidate with the following requirements:
- typography
- design systems
- adobe photoshop
- adobe illustrator
- wireframing
- figma
- reporting
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","typography, design systems, adobe photoshop, adobe illustrator, wireframing, figma, reporting, presentation",junior,design,"job offer junior position in design. we are looking for a candidate with the following requirements - typography - design systems - adobe photoshop - adobe illustrator - wireframing - figma - reporting - presentation nice to have reporting, presentation. location hybrid. typography, design systems, adobe photoshop, adobe illustrator, wireframing, figma, reporting, presentation"
JOB_0039,"Job Offer: junior position in finance. We are looking for a candidate with the following requirements:
- forecasting
- business intelligence
- accounting
- risk analysis
- financial modeling
- powerpoint
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","forecasting, business intelligence, accounting, risk analysis, financial modeling, powerpoint, presentation",junior,finance,"job offer junior position in finance. we are looking for a candidate with the following requirements - forecasting - business intelligence - accounting - risk analysis - financial modeling - powerpoint - presentation nice to have reporting, presentation. location hybrid. forecasting, business intelligence, accounting, risk analysis, financial modeling, powerpoint, presentation"
JOB_0040,"Job Offer: junior position in software. We are looking for a candidate with the following requirements:
- javascript
- java
- git
- docker
- linux
- cloud
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","javascript, java, git, docker, linux, cloud, teamwork",junior,software,"job offer junior position in software. we are looking for a candidate with the following requirements - javascript - java - git - docker - linux - cloud - teamwork nice to have reporting, presentation. location hybrid. javascript, java, git, docker, linux, cloud, teamwork"
JOB_0041,"Job Offer: senior position in finance. We are looking for a candidate with the following requirements:
- excel
- sql
- business intelligence
- financial modeling
- risk analysis
- accounting
- forecasting
- powerpoint
Nice to have: reporting, presentation. Location: Hybrid.","excel, sql, business intelligence, financial modeling, risk analysis, accounting, forecasting, powerpoint, problem solving",senior,finance,"job offer senior position in finance. we are looking for a candidate with the following requirements - excel - sql - business intelligence - financial modeling - risk analysis - accounting - forecasting - powerpoint nice to have reporting, presentation. location hybrid. excel, sql, business intelligence, financial modeling, risk analysis, accounting, forecasting, powerpoint, problem solving"
JOB_0042,"Job Offer: junior position in software. We are looking for a candidate with the following requirements:
- cloud
- python
- microservices
- git
- docker
- rest api
- presentation
- reporting
Nice to have: reporting, presentation. Location: Hybrid.","cloud, python, microservices, git, docker, rest api, presentation, reporting",junior,software,"job offer junior position in software. we are looking for a candidate with the following requirements - cloud - python - microservices - git - docker - rest api - presentation - reporting nice to have reporting, presentation. location hybrid. cloud, python, microservices, git, docker, rest api, presentation, reporting"
JOB_0043,"Job Offer: senior position in data. We are looking for a candidate with the following requirements:
- machine learning
- etl
- power bi
- python
- sql
- pandas
- tableau
- data visualization
Nice to have: reporting, presentation. Location: Hybrid.","machine learning, etl, power bi, python, sql, pandas, tableau, data visualization, statistics, numpy, presentation",senior,data,"job offer senior position in data. we are looking for a candidate with the following requirements - machine learning - etl - power bi - python - sql - pandas - tableau - data visualization nice to have reporting, presentation. location hybrid. machine learning, etl, power bi, python, sql, pandas, tableau, data visualization, statistics, numpy, presentation"
JOB_0044,"Job Offer: junior position in data. We are looking for a candidate with the following requirements:
- python
- machine learning
- sql
- power bi
- statistics
- data visualization
- english
- reporting
Nice to have: reporting, presentation. Location: Hybrid.","python, machine learning, sql, power bi, statistics, data visualization, english, reporting",junior,data,"job offer junior position in data. we are looking for a candidate with the following requirements - python - machine learning - sql - power bi - statistics - data visualization - english - reporting nice to have reporting, presentation. location hybrid. python, machine learning, sql, power bi, statistics, data visualization, english, reporting"
JOB_0045,"Job Offer: intermediate position in software. We are looking for a candidate with the following requirements:
- java
- cloud
- docker
- rest api
- linux
- microservices
- javascript
- testing
Nice to have: reporting, presentation. Location: Hybrid.","java, cloud, docker, rest api, linux, microservices, javascript, testing, teamwork, reporting",intermediate,software,"job offer intermediate position in software. we are looking for a candidate with the following requirements - java - cloud - docker - rest api - linux - microservices - javascript - testing nice to have reporting, presentation. location hybrid. java, cloud, docker, rest api, linux, microservices, javascript, testing, teamwork, reporting"
JOB_0046,"Job Offer: intermediate position in software. We are looking for a candidate with the following requirements:
- microservices
- python
- docker
- java
- git
- linux
- testing
- javascript
Nice to have: reporting, presentation. Location: Hybrid.","microservices, python, docker, java, git, linux, testing, javascript, reporting",intermediate,software,"job offer intermediate position in software. we are looking for a candidate with the following requirements - microservices - python - docker - java - git - linux - testing - javascript nice to have reporting, presentation. location hybrid. microservices, python, docker, java, git, linux, testing, javascript, reporting"
JOB_0047,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- linux
- firewalls
- penetration testing
- siem
- cryptography
- incident response
- english
- reporting
Nice to have: reporting, presentation. Location: Hybrid.","linux, firewalls, penetration testing, siem, cryptography, incident response, english, reporting",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - linux - firewalls - penetration testing - siem - cryptography - incident response - english - reporting nice to have reporting, presentation. location hybrid. linux, firewalls, penetration testing, siem, cryptography, incident response, english, reporting"
JOB_0048,"Job Offer: intermediate position in finance. We are looking for a candidate with the following requirements:
- powerpoint
- sql
- risk analysis
- business intelligence
- excel
- financial modeling
- forecasting
- accounting
Nice to have: reporting, presentation. Location: Hybrid.","powerpoint, sql, risk analysis, business intelligence, excel, financial modeling, forecasting, accounting, english",intermediate,finance,"job offer intermediate position in finance. we are looking for a candidate with the following requirements - powerpoint - sql - risk analysis - business intelligence - excel - financial modeling - forecasting - accounting nice to have reporting, presentation. location hybrid. powerpoint, sql, risk analysis, business intelligence, excel, financial modeling, forecasting, accounting, english"
JOB_0049,"Job Offer: intermediate position in design. We are looking for a candidate with the following requirements:
- typography
- adobe illustrator
- wireframing
- ui design
- ux research
- adobe photoshop
- design systems
- figma
Nice to have: reporting, presentation. Location: Hybrid.","typography, adobe illustrator, wireframing, ui design, ux research, adobe photoshop, design systems, figma, teamwork, problem solving",intermediate,design,"job offer intermediate position in design. we are looking for a candidate with the following requirements - typography - adobe illustrator - wireframing - ui design - ux research - adobe photoshop - design systems - figma nice to have reporting, presentation. location hybrid. typography, adobe illustrator, wireframing, ui design, ux research, adobe photoshop, design systems, figma, teamwork, problem solving"
JOB_0050,"Job Offer: junior position in data. We are looking for a candidate with the following requirements:
- numpy
- sql
- machine learning
- statistics
- etl
- tableau
- reporting
Nice to have: reporting, presentation. Location: Hybrid.","numpy, sql, machine learning, statistics, etl, tableau, reporting",junior,data,"job offer junior position in data. we are looking for a candidate with the following requirements - numpy - sql - machine learning - statistics - etl - tableau - reporting nice to have reporting, presentation. location hybrid. numpy, sql, machine learning, statistics, etl, tableau, reporting"
JOB_0051,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- incident response
- risk assessment
- cryptography
- linux
- penetration testing
- siem
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","incident response, risk assessment, cryptography, linux, penetration testing, siem, problem solving",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - incident response - risk assessment - cryptography - linux - penetration testing - siem - problem solving nice to have reporting, presentation. location hybrid. incident response, risk assessment, cryptography, linux, penetration testing, siem, problem solving"
JOB_0052,"Job Offer: junior position in software. We are looking for a candidate with the following requirements:
- git
- rest api
- javascript
- microservices
- python
- testing
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","git, rest api, javascript, microservices, python, testing, presentation",junior,software,"job offer junior position in software. we are looking for a candidate with the following requirements - git - rest api - javascript - microservices - python - testing - presentation nice to have reporting, presentation. location hybrid. git, rest api, javascript, microservices, python, testing, presentation"
