job_id,text,skills,level_required,domain
JOB_0058,"Job Offer: junior position in finance. We are looking for a candidate with the following requirements:
- accounting
- forecasting
- powerpoint
- financial modeling
- excel
- business intelligence
- teamwork
- reporting
Nice to have: reporting, presentation. Location: Hybrid.","accounting, forecasting, powerpoint, financial modeling, excel, business intelligence, teamwork, reporting",junior,finance
JOB_0059,"Job Offer: senior position in finance. We are looking for a candidate with the following requirements:
- risk analysis
- financial modeling
- powerpoint
- sql
- business intelligence
- excel
- accounting
- forecasting
Nice to have: reporting, presentation. Location: Hybrid.","risk analysis, financial modeling, powerpoint, sql, business intelligence, excel, accounting, forecasting, teamwork, reporting",senior,finance
JOB_0060,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- branding
- google analytics
- email marketing
- copywriting
- seo
- content marketing
- social media
- crm
Nice to have: reporting, presentation. Location: Hybrid.","branding, google analytics, email marketing, copywriting, seo, content marketing, social media, crm, teamwork",intermediate,marketing
JOB_0061,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- agile
- stakeholder management
- planning
- scrum
- communication
- leadership
- reporting
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","agile, stakeholder management, planning, scrum, communication, leadership, reporting, presentation",junior,management
JOB_0062,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- project management
- stakeholder management
- leadership
- scrum
- agile
- communication
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","project management, stakeholder management, leadership, scrum, agile, communication, problem solving",junior,management
JOB_0063,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- risk assessment
- firewalls
- cryptography
- incident response
- network security
- linux
- english
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","risk assessment, firewalls, cryptography, incident response, network security, linux, english, teamwork",junior,cybersecurity
JOB_0064,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- planning
- stakeholder management
- leadership
- communication
- budgeting
- project management
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","planning, stakeholder management, leadership, communication, budgeting, project management, teamwork",junior,management
JOB_0065,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- cryptography
- risk assessment
- siem
- firewalls
- incident response
- linux
- problem solving
- reporting
Nice to have: reporting, presentation. Location: Hybrid.","cryptography, risk assessment, siem, firewalls, incident response, linux, problem solving, reporting",junior,cybersecurity
JOB_0066,"Job Offer: senior position in marketing. We are looking for a candidate with the following requirements:
- email marketing
- content marketing
- branding
- seo
- crm
- google analytics
- copywriting
- social media
Nice to have: reporting, presentation. Location: Hybrid.","email marketing, content marketing, branding, seo, crm, google analytics, copywriting, social media, teamwork",senior,marketing
JOB_0067,"Job Offer: junior position in software. We are looking for a candidate with the following requirements:
- java
- cloud
- linux
- docker
- python
- rest api
- reporting
- communication
Nice to have: reporting, presentation. Location: Hybrid.","java, cloud, linux, docker, python, rest api, reporting, communication",junior,software
JOB_0068,"Job Offer: junior position in data. We are looking for a candidate with the following requirements:
- machine learning
- sql
- data visualization
- tableau
- power bi
- numpy
- english
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","machine learning, sql, data visualization, tableau, power bi, numpy, english, teamwork",junior,data
JOB_0069,"Job Offer: intermediate position in software. We are looking for a candidate with the following requirements:
- javascript
- python
- testing
- rest api
- cloud
- microservices
- git
- java
Nice to have: reporting, presentation. Location: Hybrid.","javascript, python, testing, rest api, cloud, microservices, git, java, reporting, english",intermediate,software
JOB_0070,"Job Offer: senior position in software. We are looking for a candidate with the following requirements:
- testing
- javascript
- linux
- rest api
- microservices
- docker
- git
- cloud
Nice to have: reporting, presentation. Location: Hybrid.","testing, javascript, linux, rest api, microservices, docker, git, cloud, java, python, reporting, teamwork",senior,software
JOB_0071,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- communication
- scrum
- stakeholder management
- budgeting
- agile
- planning
Nice to have: reporting, presentation. Location: Hybrid.","communication, scrum, stakeholder management, budgeting, agile, planning",junior,management
JOB_0072,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- google analytics
- branding
- email marketing
- social media
- seo
- crm
- content marketing
- copywriting
Nice to have: reporting, presentation. Location: Hybrid.","google analytics, branding, email marketing, social media, seo, crm, content marketing, copywriting, communication, english",intermediate,marketing
JOB_0073,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- stakeholder management
- budgeting
- project management
- communication
- scrum
- planning
- reporting
- english
Nice to have: reporting, presentation. Location: Hybrid.","stakeholder management, budgeting, project management, communication, scrum, planning, reporting, english",junior,management
JOB_0074,"Job Offer: junior position in finance. We are looking for a candidate with the following requirements:
- sql
- business intelligence
- risk analysis
- financial modeling
- accounting
- excel
- presentation
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","sql, business intelligence, risk analysis, financial modeling, accounting, excel, presentation, teamwork",junior,finance
JOB_0075,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- copywriting
- google analytics
- crm
- branding
- email marketing
- content marketing
- seo
- social media
Nice to have: reporting, presentation. Location: Hybrid.","copywriting, google analytics, crm, branding, email marketing, content marketing, seo, social media, teamwork",intermediate,marketing
JOB_0076,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- risk assessment
- penetration testing
- incident response
- siem
- cryptography
- network security
- communication
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","risk assessment, penetration testing, incident response, siem, cryptography, network security, communication, teamwork",junior,cybersecurity
JOB_0077,"Job Offer: senior position in data. We are looking for a candidate with the following requirements:
- python
- machine learning
- sql
- power bi
- data visualization
- etl
- statistics
- numpy
Nice to have: reporting, presentation. Location: Hybrid.","python, machine learning, sql, power bi, data visualization, etl, statistics, numpy, tableau, pandas, teamwork",senior,data
JOB_0078,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- numpy
- data visualization
- pandas
- power bi
- statistics
- machine learning
- tableau
- etl
Nice to have: reporting, presentation. Location: Hybrid.","numpy, data visualization, pandas, power bi, statistics, machine learning, tableau, etl, problem solving",intermediate,data
JOB_0079,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- machine learning
- python
- pandas
- data visualization
- statistics
- power bi
- numpy
- etl
Nice to have: reporting, presentation. Location: Hybrid.","machine learning, python, pandas, data visualization, statistics, power bi, numpy, etl, problem solving",intermediate,data
JOB_0080,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- project management
- leadership
- planning
- agile
- stakeholder management
- communication
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","project management, leadership, planning, agile, stakeholder management, communication, presentation",junior,management
JOB_0081,"Job Offer: junior position in data. We are looking for a candidate with the following requirements:
- sql
- power bi
- statistics
- etl
- data visualization
- machine learning
- teamwork
- communication
Nice to have: reporting, presentation. Location: Hybrid.","sql, power bi, statistics, etl, data visualization, machine learning, teamwork, communication",junior,data
JOB_0082,"Job Offer: senior position in design. We are looking for a candidate with the following requirements:
- ui design
- ux research
- typography
- wireframing
- design systems
- adobe illustrator
- figma
- adobe photoshop
Nice to have: reporting, presentation. Location: Hybrid.","ui design, ux research, typography, wireframing, design systems, adobe illustrator, figma, adobe photoshop, teamwork",senior,design
JOB_0083,"Job Offer: junior position in design. We are looking for a candidate with the following requirements:
- figma
- ui design
- ux research
- adobe photoshop
- design systems
- wireframing
- communication
Nice to have: reporting, presentation. Location: Hybrid.","figma, ui design, ux research, adobe photoshop, design systems, wireframing, communication",junior,design
JOB_0084,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- etl
- machine learning
- numpy
- data visualization
- python
- sql
- pandas
- statistics
Nice to have: reporting, presentation. Location: Hybrid.","etl, machine learning, numpy, data visualization, python, sql, pandas, statistics, presentation",intermediate,data
JOB_0085,"Job Offer: junior position in marketing. We are looking for a candidate with the following requirements:
- seo
- branding
- google analytics
- content marketing
- email marketing
- social media
- teamwork
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","seo, branding, google analytics, content marketing, email marketing, social media, teamwork, problem solving",junior,marketing
JOB_0086,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- crm
- email marketing
- social media
- content marketing
- seo
- google analytics
- copywriting
- branding
Nice to have: reporting, presentation. Location: Hybrid.","crm, email marketing, social media, content marketing, seo, google analytics, copywriting, branding, problem solving",intermediate,marketing
JOB_0087,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- etl
- power bi
- pandas
- tableau
- numpy
- statistics
- sql
- machine learning
Nice to have: reporting, presentation. Location: Hybrid.","etl, power bi, pandas, tableau, numpy, statistics, sql, machine learning, reporting",intermediate,data
JOB_0088,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- risk assessment
- siem
- penetration testing
- cryptography
- linux
- network security
- english
Nice to have: reporting, presentation. Location: Hybrid.","risk assessment, siem, penetration testing, cryptography, linux, network security, english",junior,cybersecurity
JOB_0089,"Job Offer: intermediate position in cybersecurity. We are looking for a candidate with the following requirements:
- cryptography
- incident response
- network security
- penetration testing
- firewalls
- siem
- risk assessment
- linux
Nice to have: reporting, presentation. Location: Hybrid.","cryptography, incident response, network security, penetration testing, firewalls, siem, risk assessment, linux, reporting, teamwork",intermediate,cybersecurity
